id,created_at,full_text
1588064089200562177,Thu Nov 03 07:02:38 +0000 2022,"YouYou Metal (Group) ,factory of  Hebei,China.
Here we are producing for your market  nail  &amp; screw &amp;  wire for your reference
Whatsapp: +8613930122524 https://t.co/bmn8Ag59EN"
1588064088315133953,Thu Nov 03 07:02:38 +0000 2022,"@PeterObi 😂😂🤣🤣🤣😂   Obidafts screaming that Buhari sold the country to China and he did not travel like Ajala Jalingo. this  Johnny walker is already sending PO (purchase order) every where!. 

A man who claims he is one of the highest importer into Nigeria can’t grow the economy!"
1588064085089947649,Thu Nov 03 07:02:37 +0000 2022,"DON’T buy any counterfeit bull crap coming out of mainland communist China, especially from Xinjiang Province, ground zero for Chi-Com National Socialism.

ALBUM OF THE DAY AT THE https://t.co/sEhrYj7AVt: https://t.co/DwmQ8UZ8CZ"
1588064075728424960,Thu Nov 03 07:02:35 +0000 2022,"@mercyandtruth85 @CristianTerhes To use a current example, millions of people in China are under house arrest or taken to camps for a positive PCR test with no symptoms of any illness. The PCR was never designed for this purpose."
1588064062797135873,Thu Nov 03 07:02:32 +0000 2022,Bank of China will burn 900 billion lunc in early December#LUNC
1588064060079493127,Thu Nov 03 07:02:31 +0000 2022,"Xi has made big promises on China’s emissions and energy mix, but his work report at the 20th Party Congress suggests neither is a top priority
https://t.co/sUuYIw31QS"
1588064055398629376,Thu Nov 03 07:02:30 +0000 2022,"One of the main US-based asset management firms: ""When I first visited China their GNP was $350 Billion. Today it is $17 Trillion. So whatever the management was doing over the past 30 years, it clearly worked. And long-term you should not bet against the Chinese economy"". https://t.co/n0dJX58NTm"
1588064046267662336,Thu Nov 03 07:02:28 +0000 2022,"@eric_thinks @lama_redpajama @PeoplesParty_US As a %, several countries lost more than Russia, including Belarus, Ukraine, Poland, Latvia, Armenia and Lithuania."
1588064039351234560,Thu Nov 03 07:02:26 +0000 2022,@Thelaowai2 @DongBeiRyan @CameronWEF Plenty of lockdowns in China besides Hubei in 2020.
1588064037627375616,Thu Nov 03 07:02:26 +0000 2022,@kinky2 @mikeeggert9 @ninaturner Russia and China do not have these problems. I wish they would liberate us the same way Russia is liberating the people of Ukraine right now. We need a SMO here. We need to signal to these countries our willingness to help them if they come.
1588064029225852928,Thu Nov 03 07:02:24 +0000 2022,@tragicbirdapp In China isn't!
1588064017826091008,Thu Nov 03 07:02:21 +0000 2022,"No Development on NMC guidelines for Medical Students enrolled in China, Medicos seek clarity #ForeignMedicalGraduates #NationalMedicalCommission #mbbsinchina #IndianmedicalstudentsinChina #NMCguidelines https://t.co/maELzhTeOK"
1588064005192663040,Thu Nov 03 07:02:18 +0000 2022,"…China Virus Crisis, Yellow Fever 2019-2021, Communist China Condition, Kung Flu- The, Wuhan Waltz- The, BIG C-19- The, Wuhan Whoopie- The, COVID-19 Mandates, Pelosi Pox- The, Wuhan Meat Market Malady, Hubei Hooey- The, Xi Jinping’s Bat Fu Yuk, Communist Killer Virus 2019-2021…"
1588064004370464768,Thu Nov 03 07:02:18 +0000 2022,"…Alien Tsunami, Illegal Alien Tidal Wave, Illegal Alien Caravans, Joe Biden’s Open Borders Policies, Build the Wall and Deport Them All, Replacement Theory, Illegal Alien overrunning of America, COVID-19, Chi-Vi- the, The ‘VID, Wuhan Virus, Wuhan Virus Crisis, China Virus,…"
1588063995927347202,Thu Nov 03 07:02:16 +0000 2022,"Military News, California Lottery Results-Super Lotto and Powerball Draws, World War II, Stalingrad, Battle of El Alamein, Communist China, People’s Republic of China, Chi-Coms- the,  Blue Weaver, The Bee Gees, Jim Clench, Randy Bachman, Bachman-Turner Overdrive, Joe Lala,…"
1588063993041719296,Thu Nov 03 07:02:15 +0000 2022,The Strange Death of the Uyghur Internet https://t.co/Lc37BU8R5o
1588063975358570497,Thu Nov 03 07:02:11 +0000 2022,"DON’T buy any counterfeit bull crap coming out of mainland communist China, especially from Xinjiang Province, ground zero for Chi-Com National Socialism.

ALBUM OF THE DAY AT THE https://t.co/W8E4kmc1iY: https://t.co/wsM4AGtPAa"
1588063967288897537,Thu Nov 03 07:02:09 +0000 2022,"China has no time frame for Taiwan reunification, even if US says so: envoy

https://t.co/s9bI0RMo55"
1588063964553916417,Thu Nov 03 07:02:08 +0000 2022,"I wonder if all the people saying folk in East Asia (Japan, mainland China, Hong Kong, Taiwan) are being way too cautious about the pandemic are reading today's worrying news about the places that let their guard down https://t.co/zKzFFKAHA8"
1588063962276429826,Thu Nov 03 07:02:08 +0000 2022,Perfect diary zhengting was unmatched he got the entirety of China mad for endorsing their silly little makeup line
1588063945952198656,Thu Nov 03 07:02:04 +0000 2022,"@emmakaufmann @HMeloWriter Only if its not China, they eat them"
1588063940420009984,Thu Nov 03 07:02:02 +0000 2022,@AlArabiya_Eng crisis is coming to China
1588063939715543040,Thu Nov 03 07:02:02 +0000 2022,"As pointed out by @ZeyiYang earlier in the context of #China's obsession with disinfecting, the policy of prioritizing disinfection is part of a wider state-controlled narrative that’s politicizing the health crisis &amp; is designed to legitimize the govt’s response. 
@DCTwining https://t.co/mersdZUqTk"
