id,created_at,text
1584638512665858050,Mon Oct 24 20:10:37 +0000 2022,RT @quinzydaughter: Do you know you can start importing goods from china with zero capital and without the use of international passport? 🥵…
1584638512561025024,Mon Oct 24 20:10:37 +0000 2022,RT @freedomrideblog: I don't believe anything the US government says about China. I especially don't believe tales about double agents.
1584638512535842818,Mon Oct 24 20:10:37 +0000 2022,"RT @TheTibetNetwork: #XiJinping dancing his way to a third term at the Communist Party Congress in #China 🤮
Evil keeps company 

#FreeTibet…"
1584638505413509121,Mon Oct 24 20:10:35 +0000 2022,RT @Jkylebass: swing. Today’s 10-20% crash in Chinese shares is just the beginning of the destruction of western capital invested in Chines…
1584638505111937024,Mon Oct 24 20:10:35 +0000 2022,RT @zibanbodu: @tewerwari_1 @SecBlinken @mfa_russia @MFA_China I don't think the video is from today or last few days.  Is he a live? Weyan…
1584638502997614592,Mon Oct 24 20:10:34 +0000 2022,"RT @MichaelArt123: DOJ charges China with attempting to steal U.S. technology, and mounting a long term effort to obstruct The US Judicial…"
1584638502498541568,Mon Oct 24 20:10:34 +0000 2022,RT @business: The swift decline in Chinese equities is “disconnected from fundamentals” and presents a buying opportunity for stock investo…
1584638501106384897,Mon Oct 24 20:10:34 +0000 2022,"RT @scobie: Typically negative... And typically untrue. Despite the bold claim, Princess Beatrice stayed until the very end of @ConfettiMov…"
1584638500082659329,Mon Oct 24 20:10:34 +0000 2022,"I'm live Alone in China Cluster International City ,Dubai
Quick contact link : https://t.co/ChBGylb6ZP https://t.co/n125iqYZGY"
1584638497822240768,Mon Oct 24 20:10:33 +0000 2022,"RT @RudyHavenstein: This is a good description of how China wins over a number of U.S. billionaires, guys like Dalio, Schwarzman and Fink.…"
1584638493661483008,Mon Oct 24 20:10:32 +0000 2022,The United States must safeguard its democracy. There is and can be no place for China’s unscrupulous machinations… https://t.co/7HRYE6pkjz
1584638489249091584,Mon Oct 24 20:10:31 +0000 2022,"@MakiaVlo @AchieveLeague Very much in line with melt-up thesis. Hopefully, China does not play a spoiler very soon."
1584638488489517056,Mon Oct 24 20:10:31 +0000 2022,RT @SaraMengstu: @Brovic11 @tewerwari_1 @SecBlinken @mfa_russia @MFA_China 😅😂🤣 seriously he was complaining and crying good luck
1584638487231619072,Mon Oct 24 20:10:31 +0000 2022,@ManKitLam4 @JoelEngardio If communist China supports this guy 🙄
1584638485386133504,Mon Oct 24 20:10:30 +0000 2022,"So, let me get this straight, Garland will charge Chinese nationals within Huawei that we can’t extricate from Chin… https://t.co/HfEdHZu3Jq"
1584638481548312576,Mon Oct 24 20:10:29 +0000 2022,"@KyivIndependent Really? Wondering 🤔 how much Germans payed to Poland, Hungary, and Russia after the 2nd world war?… https://t.co/tZUH5ZtGev"
1584638481498017793,Mon Oct 24 20:10:29 +0000 2022,Been saying this about China for years…
1584638472395968512,Mon Oct 24 20:10:27 +0000 2022,"RT @JavierBlas: Lies, damned lies, and statistics. I have updated this @opinion chart with fresh data.

China imported a record of ~1 milli…"
1584638470294999040,Mon Oct 24 20:10:27 +0000 2022,"RT @DrEricDing: Looks like stopping the virus totally wrecked their economy…  China’s Q3 GDP grew by 3.9% from a year ago, beating analysts…"
1584638469149577217,Mon Oct 24 20:10:26 +0000 2022,"RT @emptywheel: So 3 charges (so far): The EDNY charge against two guys bribing for prosecution info, a NJ case against other spies, and an…"
1584638468004937728,Mon Oct 24 20:10:26 +0000 2022,Surely we can’t allow them to get away with the obvious coup ? It’s a disgrace and we are supposed to live in a democracy not China !!!
1584638466901491713,Mon Oct 24 20:10:26 +0000 2022,@JasonSa59783887 @blueheartedly Why did Ukraine get so much of OUR money after the Biden’s got money previously fro… https://t.co/G4qoGVjlZO
1584638464087113728,Mon Oct 24 20:10:25 +0000 2022,"RT @JillianSaysNow: Wait who else was it that had Top Secret Documents about China? 🤔

#MerrickGarland

Trump Had Highly Sensitive Document…"
1584638463248240640,Mon Oct 24 20:10:25 +0000 2022,"RT @DocumentingBTC: Sustainable energy use ⚡️

India 🇮🇳          12.6%
Poland 🇵🇱      15.6%
Japan 🇯🇵        16.3%
China 🇨🇳        16.4%
Rus…"
1584638457888268290,Mon Oct 24 20:10:24 +0000 2022,"RT @patriottakes: Herschel Walker: “Halloween is right around the corner, and now the people of China and Mexico are dressing fentanyl up t…"
1584638455359107072,Mon Oct 24 20:10:23 +0000 2022,"@lysenko_weed Only 0.01% of the Chinese have the ways to use twitter, and this is illegal in China. 99.9% don't kno… https://t.co/AeLThNuniM"
1584638453697826816,Mon Oct 24 20:10:23 +0000 2022,RT @Resist_05: Klaus Schwab says the word won’t be run by superpowers such as the US/China… it will be run by WEF stakeholders such as Blac…
1584638451479154688,Mon Oct 24 20:10:22 +0000 2022,RT @Our_Today_News: The Chinese city of Chaozhou in Guangdong has plans to begin construction on its massive 43.3 gigawatt (GW) offshore wi…
1584638449964957697,Mon Oct 24 20:10:22 +0000 2022,"Nasdaq Golden Dragon China index posts biggest drop on record.
View more: https://t.co/lTXh1dzMi0
#Ainvest… https://t.co/oQS6PkXszH"
1584638449360871424,Mon Oct 24 20:10:22 +0000 2022,"RT @Azuki_China_GA: AZUKI China x Artamei

Partnered with Artamei to giveaway WL spots for our community. 

✨1 WL spots✨

1⃣ Follow 
@Azuki…"
1584638448702746625,Mon Oct 24 20:10:21 +0000 2022,"RT @FrankFigliuzzi1: This is why I loved this work. A great counterintelligence operation, an embarrassment for China’s intelligence servic…"
1584638446496514048,Mon Oct 24 20:10:21 +0000 2022,"RT @tewerwari_1: Historical parallels; Nov 2020, 2 weeks after attacking the Northern Command in #Tigray, Dr. Debretsion delivered a final…"
1584638443933827072,Mon Oct 24 20:10:20 +0000 2022,"RT @TheRealKeean: REVEALED: Rishi Sunak, Britain's new Prime Minister, has deep ties to the globalist WEF agenda.    https://t.co/1LH4N8FSvA"
1584638441379069953,Mon Oct 24 20:10:20 +0000 2022,"Communist China had a spy in Feinstein’s office 

reporting back to China’s Ministry of State Security for 10+ year… https://t.co/qvNrdszgn4"
1584638441224298496,Mon Oct 24 20:10:20 +0000 2022,"China’s economy will not overtake the US until 2060, if ever https://t.co/SmhqiOJbvi"
1584638440141836288,Mon Oct 24 20:10:19 +0000 2022,"RT @DashDobrofsky: Merrick Garland’s DOJ went public about a case of “Espionage, bribery &amp; Obstruction of Justice” that threatens the “righ…"
1584638439865348099,Mon Oct 24 20:10:19 +0000 2022,"RT @RnaudBertrand: Insane this is even considered 🤦

Again, this quote from Zbigniew Brzezinski in The Grand Chessboard comes to mind:

""Th…"
1584638439449800704,Mon Oct 24 20:10:19 +0000 2022,@kathyskats2 @DLasater_99362 So long as he doesn't start following China's orders!
1584638437856268288,Mon Oct 24 20:10:19 +0000 2022,RT @Steelersgirl217: Russia or China you chose its either one of those motherfuckers
1584638436102660096,Mon Oct 24 20:10:18 +0000 2022,This piece by @carlbildt is interesting. I think he is right that a major weakness in Biden's security strategy is… https://t.co/zVncOjlNVz
1584638435557781504,Mon Oct 24 20:10:18 +0000 2022,"RT @duty2warn: AG Garland's press conference, still ongoing, announces charges against 13 PRC officials (People's Republic of China), 10 of…"
1584638432051068930,Mon Oct 24 20:10:18 +0000 2022,China Real Estate Developer Guangzhou R&amp;F Sees “Not Less Than” $1.2 Billion Loss In 2021  https://t.co/3bjd2CI04P
1584638431816462336,Mon Oct 24 20:10:17 +0000 2022,@BitcoinMagazine China knows smart US Govt employees don’t want US dollars. 😂
1584638431329947648,Mon Oct 24 20:10:17 +0000 2022,"RT @duty2warn: AG Garland's press conference, still ongoing, announces charges against 13 PRC officials (People's Republic of China), 10 of…"
1584638431128330240,Mon Oct 24 20:10:17 +0000 2022,Nu op KINK Classics: David Bowie - China Girl
1584638428322287616,Mon Oct 24 20:10:17 +0000 2022,"RT @AndrewSErickson: In other cutting-edge chapters, @peter_dutton offers best #GrayZone conceptual framing I've seen.

@GregPoling spotlig…"
1584638427718651904,Mon Oct 24 20:10:16 +0000 2022,"@LBunny78 @s_m_marandi Dude, that had nothing to do with the topic at hand. You're argument has no credit. And Chin… https://t.co/a5TT6qKfow"
1584638426930098176,Mon Oct 24 20:10:16 +0000 2022,"RT @Azuki_China_GA: 🎶Collab Giveaway 🎶
DreamBeatzNFT WL Giveaway!!

Prize
 🎁 2 x 
@DreamBeatzNFT
 WL Spot

1⃣ Follow 
@DreamBeatzNFT @Azuki…"
1584638423674986497,Mon Oct 24 20:10:16 +0000 2022,"RT @tewerwari_1: Historical parallels; Nov 2020, 2 weeks after attacking the Northern Command in #Tigray, Dr. Debretsion delivered a final…"
1584638419933634560,Mon Oct 24 20:10:15 +0000 2022,RT @JasonOverstreet: I know about Six Degrees of Kevin Bacon. But now the Garland grifters are playing Six Degrees of Merrick Garland. “I k…
1584638419481026560,Mon Oct 24 20:10:15 +0000 2022,"RT @DashDobrofsky: I am by no means mitigating the importance of this investigation, but the irony is astounding: Two alleged Chinese spies…"
1584638418968977408,Mon Oct 24 20:10:14 +0000 2022,"RT @AdamCSharp: How to say something is not to your taste around the world:

7. Not my cup of tea (UK)
6. Not my cup of coffee (Slovakia)
5…"
1584638415664222208,Mon Oct 24 20:10:14 +0000 2022,RT @BlackKnight10k: If you stole highly sensitive classified documents about China and today you see Chinese spies getting busted for espio…
1584638414703689728,Mon Oct 24 20:10:13 +0000 2022,"RT @PaulAqua2: Urgent
Rishi Sunak’s Family Runs A China-Linked, World Economic Forum Partner Company Peddling Digital ID &amp; Social Credit Sc…"
1584638414686941184,Mon Oct 24 20:10:13 +0000 2022,RT @RRalstonAgile: @Maggiemay2110 @duty2warn We care. China is waging an all out effort to undermine the US
1584638412052893698,Mon Oct 24 20:10:13 +0000 2022,RT @NBCNews: BREAKING: The Justice Dept. has charged 13 individuals who tried to “unlawfully exert influence in the United States” for Chin…
1584638407506296832,Mon Oct 24 20:10:12 +0000 2022,RT @BlackKnight10k: Garland and DOJ making a statement about cracking down on foreign espionage. It's an announcement about China today but…
1584638406981980160,Mon Oct 24 20:10:12 +0000 2022,"RT @DendeaTaye: His Excellency Xi Jinping, the president of China, our friend in need, Congratulations! We, Ethiopians thank you for what y…"
1584638406264750080,Mon Oct 24 20:10:11 +0000 2022,"RT @DashDobrofsky: Merrick Garland’s DOJ went public about a case of “Espionage, bribery &amp; Obstruction of Justice” that threatens the “righ…"
1584638405132042241,Mon Oct 24 20:10:11 +0000 2022,"Ben Sasse, the only finalist in the running to be UF’s next president, has characterized himself as a staunch oppon… https://t.co/abegJPhLf2"
1584638404628717578,Mon Oct 24 20:10:11 +0000 2022,"TRUMP LIE #19854

""I said to Sonny Perdue, Department of Agriculture -- secretary of Agriculture -- 'Sonny, what's… https://t.co/zN4znuSYdk"
1584638403119042560,Mon Oct 24 20:10:11 +0000 2022,"RT @tewerwari_1: Historical parallels; Nov 2020, 2 weeks after attacking the Northern Command in #Tigray, Dr. Debretsion delivered a final…"
1584638401122553856,Mon Oct 24 20:10:10 +0000 2022,RT @Angry_Staffer: Garland says an FBI double agent fooled two Peoples’ Republic of China (PRC) intelligence officers who were trying to sh…
1584638400241758208,Mon Oct 24 20:10:10 +0000 2022,@classsolidarity @HipHop_LaFlare @LPofDelaware @DanielDumbrill Good luck with this train of thought. Do you plan of… https://t.co/8boCy67VAe
1584638395111813120,Mon Oct 24 20:10:09 +0000 2022,@tai_rannical @PLAOpsOSINT If I were to live in any country of my choice I'd definitely pick a western country beca… https://t.co/kCFR6dbSWd
1584638394013192192,Mon Oct 24 20:10:08 +0000 2022,RT @cnnbrk: The US Justice Department has unsealed charges against two alleged Chinese spies who are accused of interfering with a federal…
1584638390716477440,Mon Oct 24 20:10:08 +0000 2022,"RT @DashDobrofsky: Merrick Garland’s DOJ went public about a case of “Espionage, bribery &amp; Obstruction of Justice” that threatens the “righ…"
1584638390200598529,Mon Oct 24 20:10:08 +0000 2022,"RT @CiCi_Texas_45: So we're no longer saying ""Russia, Russia, Russia""...Now its ""China, China, China""? 

Do I have this right?"
1584638389911162882,Mon Oct 24 20:10:07 +0000 2022,RT @business: The swift decline in Chinese equities is “disconnected from fundamentals” and presents a buying opportunity for stock investo…
1584638388556398592,Mon Oct 24 20:10:07 +0000 2022,"RT @AndrewSErickson: To see just how deep our new book dives in w/ original #Chinese research, etc., check out these graphics from @Kennedy…"
1584638388312817664,Mon Oct 24 20:10:07 +0000 2022,"RT @stats_feed: Average cost of 1GB of mobile data (in US$):

🇮🇱 Israel: 0.04
🇮🇹 Italy: 0.12
🇮🇳 India: 0.17
🇫🇷 France: 0.23
🇹🇷 Turkey: 0.39…"
1584638387679817729,Mon Oct 24 20:10:07 +0000 2022,"RT @ManKitLam4: This is circulating on Wechat

Translation:
Hi everyone,
If you want a good relationship between China and USA, pls vote to…"
1584638386266312704,Mon Oct 24 20:10:07 +0000 2022,RT @terry_jepson: @liquidlane335 @ScottDehn @RonnyJacksonTX Forbes claims Trump’s Business Hauled In $2.4 Billion During Four Years He Serv…
1584638383980101632,Mon Oct 24 20:10:06 +0000 2022,"RT @CGMeifangZhang: #China's economy picked up in an all-around way in #Q3, #NBS data showed, as the world's second largest economy is on t…"
1584638383732641792,Mon Oct 24 20:10:06 +0000 2022,"RT @KeithOlbermann: ""What if Trump took the Nukes or Iran or China documents, to keep him from going to jail for January 6th? Or for being…"
1584638382591815681,Mon Oct 24 20:10:06 +0000 2022,@TimRunsHisMouth Remember that time trump had nuclear secrets on Iran and china at shithole Mara Lago!
1584638380716851201,Mon Oct 24 20:10:05 +0000 2022,"@MarshaBlackburn Mrs. Marsha, we need to BAN #CCP Chinese student and researcher STEM visas immediately, these spie… https://t.co/SVK93fHYEp"
1584638378032893952,Mon Oct 24 20:10:05 +0000 2022,"RT @RPatriot4Life: @POTUS Quit with the Lies already...

We quit spending on a bogus China virus hoax, but you did absolutely nothing!! NOT…"
1584638377911283713,Mon Oct 24 20:10:05 +0000 2022,"RT @HAPPY889123: 1.
So happy @KeaweWong named 敬贤爱士 as one central value held by China's leadership. This is a value as old as the mountains…"
1584638376296452096,Mon Oct 24 20:10:04 +0000 2022,RT @business: The swift decline in Chinese equities is “disconnected from fundamentals” and presents a buying opportunity for stock investo…
1584638374543228929,Mon Oct 24 20:10:04 +0000 2022,@Djackso1492 @PAHAU6 China couldn't invade the USA if they wanted to. Maybe Hawaii or Guam.
1584638374362898432,Mon Oct 24 20:10:04 +0000 2022,"RT @OccupyDemocrats: Let's see Trump call the Biden administration soft on China now.
https://t.co/Uasryg8l04"
1584638372324130816,Mon Oct 24 20:10:03 +0000 2022,"RT @PaulAqua2: Urgent
Rishi Sunak’s Family Runs A China-Linked, World Economic Forum Partner Company Peddling Digital ID &amp; Social Credit Sc…"
1584638371527286785,Mon Oct 24 20:10:03 +0000 2022,Thank you to all who attended our China User Group meeting last week! Presentation PDFs can be downloaded on our Us… https://t.co/rCYtzhv7YX
1584638371259125760,Mon Oct 24 20:10:03 +0000 2022,RT @BlackKnight10k: If you stole highly sensitive classified documents about China and today you see Chinese spies getting busted for espio…
1584638370772574208,Mon Oct 24 20:10:03 +0000 2022,@mfa_russia @mod_russia @iaeaorg @Amb_Ulyanov @mission_rf @RF_OSCE @RusEmbUSA @RussianEmbassyC @RussianEmbassy… https://t.co/APu0BKWMWB
1584638369413615618,Mon Oct 24 20:10:03 +0000 2022,I turned former President Clinton AND Chelsea and @HillaryClinton for TAX FRAUD and TAX EVASION! 919-768-3156. 2910… https://t.co/c9EA5pibNn
1584638369145196544,Mon Oct 24 20:10:03 +0000 2022,"RT @MSNBC: AG Garland: ""The government of China sought to interfere with the rights and freedoms of individuals in the United States and to…"
